EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,1,0,0,0,0,0,0,0,12,köster; estonia
1,1,0,0,0,0,0,0,0,12,köster; estonia
1,1,0,0,0,0,0,0,0,12,köster; estonia
1,1,0,0,0,0,0,0,0,12,köster; estonia
1,1,0,0,0,0,0,0,0,12,köster; estonia
1,1,0,0,0,0,0,0,0,12,köster; estonia
1,0,0,0,0,0,0,1,0,12,estonia
1,0,0,2,0,0,0,1,0,12,loorberipärg; estonia
1,0,0,0,0,0,0,0,0,12,estonia
1,0,0,1,0,0,0,0,0,12,estonia
1,0,1,1,0,0,0,0,0,12,andres; estonia
