EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,2,1,0,0,1,1,0,0,12,amazonas; inka; surnute; linn
2,2,1,0,0,1,1,0,0,12,amazonas; inka; surnute; linn
2,2,1,0,0,1,1,0,0,12,amazonas; inka; surnute; linn
2,2,1,0,0,1,1,0,0,12,amazonas; inka; surnute; linn
2,2,1,0,0,1,1,0,0,12,amazonas; inka; surnute; linn
2,2,1,0,0,1,1,0,0,12,amazonas; inka; surnute; linn
2,2,1,0,0,1,1,0,0,12,amazonas; inka; surnute; linn
1,2,1,0,0,1,1,0,0,12,amazonas; inka; salapärane
0,2,0,0,0,4,1,0,0,12,amazonas; inka; kaupo; kikkas; salapärane
0,2,0,0,0,1,1,1,0,12,salapärane; amazonas; inka
0,2,0,0,0,1,1,0,0,12,salapärane; amazonas; inka
