keyphrase;score
;1.0
argument;0.8857
null;0.8614
point;0.8599
pull;0.8448
personal;0.8397
artist;0.8384
noorem;0.8373
neeger;0.8335
hull;0.8306
toll;0.8304
evangeline;0.8298
testament;0.829
stress;0.8286
andeks;0.8276
termin;0.8273
roll;0.8261
iseloom;0.8254
mall;0.8248
moraal;0.824
feeling;0.8225
abstraktselt;0.8223
diskor;0.8223
andmine;0.822
fenomen;0.8216
seen;0.8202
andma;0.8185
reaalselt;0.8184
list;0.8178
persoon;0.8178
voor;0.8174
vale;0.8174
-test;0.8171
vorm;0.8169
kodu;0.8167
ring;0.816
detail;0.8156
programm;0.8156
problemaatiline;0.8141
punkt;0.8138
fakt;0.8137
probleem;0.8135
idee;0.8133
efekt;0.8121
Res;0.812
vastav;0.8115
realist;0.8112
asema;0.8106
homme;0.8102
reaalne;0.81
lava;0.8098
seoses;0.8096
tore;0.8092
verbaalne;0.8092
fluidum;0.809
võimalik;0.8089
saavutatav;0.8084
report;0.8083
näiteks;0.8079
kao;0.8079
ott;0.8078
son;0.8076
andestav;0.8076
reporter;0.8075
arvuti;0.8074
asi;0.8073
risk;0.8067
kindel;0.8066
reegel;0.8066
aed;0.8065
auto;0.8065
printsiip;0.8065
sita;0.8064
konsensus;0.8057
homo;0.8057
kodune;0.8056
reguleerimine;0.8053
klient;0.8052
ase;0.8052
variant;0.805
respekt;0.8045
meede;0.8043
elementaarne;0.8043
reflekteerima;0.8035
paraad;0.8033
-st;0.8032
teade;0.8032
inimene;0.803
eten;0.8025
alateadlikult;0.8025
buss;0.8024
meeldivalt;0.8023
igav;0.802
aeglasem;0.8019
pereprobleem;0.8017
diskuteerima;0.8017
tegevus;0.8016
usklik;0.8015
pind;0.8013
ajutegevus;0.8013
võimalus;0.8012
mets;0.8012
uskumus;0.801
jurist;0.8009
astumine;0.8007
energia;0.8006
suhtlusprobleem;0.8006
iva;0.8005
saavutama;0.8004
reguleerima;0.8004
vanem;0.7998
vormistama;0.7996
sobivam;0.7996
kujundikeel;0.7996
meel;0.7993
mõistlik;0.7993
takso;0.7992
parem;0.799
omama;0.799
intriig;0.7987
kooslus;0.7987
kindlasti;0.7987
kontakt;0.7987
uskuma;0.7985
enamus;0.7984
aus;0.7984
kummaline;0.7983
uks;0.7983
seisma;0.7982
kummalisem;0.798
Key;0.798
nimetama;0.798
videopilt;0.7979
meenutus;0.7979
meenutama;0.7976
verstapost;0.7976
isik;0.7976
kooselu;0.7975
suhteliselt;0.7973
selge;0.7973
avatud;0.7971
aju;0.7971
tajutav;0.797
immutama;0.7969
inim;0.7969
usujünger;0.7967
meeldiv;0.7967
istuma;0.7966
uus;0.7966
eeter;0.7966
asumine;0.7965
esitav;0.7965
intervjueeritav;0.7964
elu;0.7963
esimene;0.7963
peded;0.7963
toimima;0.7962
võim;0.7962
testand;0.7961
olemus;0.796
kaks;0.796
taks;0.7957
isiklikult;0.7957
esindama;0.7957
isiksus;0.7957
võitlema;0.7956
toimuma;0.7956
pätt;0.7956
negatiivne;0.7956
praksis;0.7955
moraalne;0.7955
otsus;0.7955
teema;0.7955
koguma;0.7955
antud;0.7953
I;0.7952
hind;0.7952
tooma;0.7951
positiivselt;0.795
keerulisem;0.795
kuulus;0.795
aine;0.7949
meeldima;0.7948
informatsioon;0.7948
vaidlus;0.7948
episood;0.7948
vajalik;0.7948
kokkulepe;0.7947
noor;0.7947
tantsima;0.7946
varjutatud;0.7946
luidum;0.7946
-te;0.7945
nimi;0.7945
projektijuht;0.7944
vastama;0.7944
kuu;0.7943
nimetus;0.7942
absurdne;0.7942
meenuma;0.7942
