keyphrase;score
;1.0
number;0.8716
headel;0.8421
vast;0.8394
termin;0.8273
summa;0.8236
bond;0.8205
valve;0.8202
andma;0.8185
tall;0.8179
kontroll;0.8154
dokument;0.8145
probleem;0.8135
rent;0.8095
näiteks;0.8079
saavutus;0.8075
asi;0.8073
vajadus;0.807
aade;0.8063
iseseisev;0.8059
komme;0.8049
teade;0.8032
inimene;0.803
arv;0.8027
reeex;0.8026
otsustav;0.8016
tegevus;0.8016
võimalus;0.8012
simm;0.8011
toon;0.7993
meel;0.7993
parem;0.799
omama;0.799
vend;0.7989
kontakt;0.7987
ast;0.7986
uks;0.7983
iseseisvus;0.7983
seisma;0.7982
ägedalt;0.7974
selge;0.7973
talum;0.7971
vool;0.7971
toimetamine;0.7969
uus;0.7966
elu;0.7963
võim;0.7962
olemus;0.796
napp;0.7959
toimuma;0.7956
asutamine;0.7954
kuulus;0.795
vaidlus;0.7948
noor;0.7947
kokkulepe;0.7947
tantsima;0.7946
nimi;0.7945
visu;0.7942
alus;0.794
saita;0.7939
jaanf;0.7938
liikuma;0.7938
üldiselt;0.7935
suutma;0.7931
koor;0.793
paralleel;0.7929
eeskuju;0.7924
tunnistama;0.7922
ütlema;0.7921
relv;0.792
taotlema;0.792
muutus;0.7919
ilmnema;0.7917
vuistete;0.7917
jo;0.7915
esmalt;0.7914
ala;0.7914
kujunema;0.7914
teatav;0.7914
suund;0.7912
no;0.7911
niiet;0.7911
papa;0.7911
sise;0.7911
elama;0.7911
aeg;0.7909
vaja;0.7908
siion;0.7905
võib-olla;0.7903
vastutasu;0.7903
pastor;0.7901
isa;0.7901
tallinn;0.7901
fond;0.79
ilmuma;0.79
toetus;0.7899
kude;0.7899
suurem;0.7898
koer;0.7896
sõna;0.7892
asutama;0.7891
otseselt;0.7891
juhtiv;0.789
ausalt;0.7888
mute;0.7888
eelistama;0.7888
niht;0.7885
otsima;0.7885
survalt;0.7884
teravam;0.7883
kaasa;0.7883
laulik;0.7882
yht;0.788
panema;0.7879
esiteks;0.7878
teene;0.7873
köster;0.7872
kanter;0.7872
kartma;0.787
jaa;0.7869
vastuolu;0.7868
uurimus;0.7867
küsimus;0.7867
alane;0.7866
saksa;0.7865
kerge;0.7865
arvustaja;0.7865
eesti;0.7864
la;0.7864
seitsmekümnes;0.7864
alluma;0.7863
poode;0.7863
tegelikult;0.7863
sona;0.786
hella;0.7858
mitmekülgsus;0.7857
vaatama;0.7856
jutumees;0.7854
areng;0.7852
do;0.785
tund;0.785
kuulama;0.785
oskus;0.7849
keeruliselt;0.7847
pere;0.7844
surve;0.7841
imelik;0.7841
organiseerimine;0.7837
tegemine;0.7837
jakobson;0.7835
sakara;0.7832
isamaaline;0.7832
ühtne;0.7832
laine;0.7832
aitama;0.7831
selts;0.7827
vara;0.7823
tasu;0.7823
hästi;0.7823
vesk;0.782
sattuma;0.7815
omane;0.7815
laul;0.7814
ajal;0.7814
asjaolu;0.781
lahv;0.781
abipastor;0.7808
kritiseerima;0.7806
jansen;0.7805
juhatama;0.7805
huvi;0.7804
mölder;0.7804
osa;0.7799
hea;0.7791
neli;0.7783
vestlus;0.7783
maarahvas;0.7783
saksakeelne;0.778
aktiivne;0.7775
haav;0.7775
ainuomane;0.7767
luba;0.7763
toimetaja;0.7758
olu;0.7757
senini;0.7756
perioodiline;0.775
seitsmeteist;0.7742
rapp;0.7733
jutt;0.7732
natuke;0.7711
869;0.771
lai;0.7687
1940;0.7686
65;0.7665
nakkuma;0.7657
842;0.7656
1000;0.7645
1845;0.7641
murrang;0.7633
klubi;0.753
