EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,0,2,1,0,0,1,1,0,10,töö; energia
1,0,2,1,0,0,1,1,0,10,töö; energia
1,0,2,1,0,0,1,1,0,10,töö; energia
1,0,2,1,0,0,1,1,0,10,töö; energia
1,0,2,1,0,0,1,1,0,10,töö; energia
1,0,2,1,0,0,1,1,0,10,töö; energia
0,1,2,1,0,1,1,1,0,10,töö; pall; energia
1,1,1,1,0,1,1,0,0,10,töö; pall; energia
1,1,2,0,0,1,1,0,0,10,töö; pall; energia
1,1,2,0,0,0,1,0,1,10,töö; pall; energia
1,2,1,0,0,1,1,0,1,10,töö; pall; energia
