EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,3,1,2,0,1,1,1,0,12,majandus; eesti; eelarvepoliitika; sotsiaalne; eurotsoon
0,3,1,2,0,1,1,1,0,12,majandus; eesti; eelarvepoliitika; sotsiaalne; eurotsoon
0,3,1,2,0,1,1,1,0,12,majandus; eesti; eelarvepoliitika; sotsiaalne; eurotsoon
0,3,1,2,0,1,1,1,0,12,majandus; eesti; eelarvepoliitika; sotsiaalne; eurotsoon
0,3,1,2,0,1,1,1,0,12,majandus; eesti; eelarvepoliitika; sotsiaalne; eurotsoon
1,3,1,2,0,1,1,1,0,12,majandus; eesti; eelarvepoliitika; föderatsioon; sotsiaalne; eurotsoon
1,2,2,1,0,3,1,3,0,12,eesti; sotsiaalne; eurotsoon; rahaliit; föderatsioon; kroon
0,1,1,1,1,3,2,2,0,12,majandus; eesti; rahaliit; föderatsioon; eurotsoon
1,2,1,1,0,2,2,3,0,12,eesti; sotsiaalne; eurotsoon; rahaliit; heaolu; kroon
1,2,2,0,0,3,1,2,0,12,eesti; rahaliit; heaolu; föderatsioon; sotsiaalne; eurotsoon
1,4,1,0,1,3,3,1,0,12,eesti; sotsiaalne; eurotsoon; intressimäär; rahaliit; eelarvepoliitika; heaolu
