EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,0,1,1,0,1,2,4,0,10,kontserdinärv; orkestriteos; klassikatäht; oboemängija; ebapopulaarne; muusikakeskkool
0,0,1,1,0,1,2,4,0,10,kontserdinärv; orkestriteos; klassikatäht; oboemängija; ebapopulaarne; muusikakeskkool
0,0,1,1,0,1,2,4,0,10,kontserdinärv; orkestriteos; klassikatäht; oboemängija; ebapopulaarne; muusikakeskkool
0,0,1,1,0,1,2,4,0,10,kontserdinärv; orkestriteos; klassikatäht; oboemängija; ebapopulaarne; muusikakeskkool
0,0,1,1,0,1,2,4,0,10,kontserdinärv; orkestriteos; klassikatäht; oboemängija; ebapopulaarne; muusikakeskkool
0,0,1,1,0,1,2,4,0,10,kontserdinärv; orkestriteos; klassikatäht; oboemängija; ebapopulaarne; muusikakeskkool
0,0,1,1,0,1,4,3,0,10,kontserdinärv; orkestriteos; klassikatäht; muusikakeskkool; oboemängija; ebapopulaarne
0,0,1,0,0,1,4,2,0,10,kontserdinärv; orkestriteos; klassikatäht; oboemängija; muusikakeskkool
0,0,1,0,0,2,4,3,0,10,kontserdinärv; pillimäng; klassikatäht; oboemängija; muusikakeskkool
0,0,1,1,0,1,4,1,0,10,kontserdinärv; klassikatäht; orkestriteos; oboemängija; muusikakeskkool
0,0,2,0,0,0,4,2,0,10,kontserdinärv; pillimäng; klassikatäht; oboemängija; muusikakeskkool
